,Time,Open,High,Low,Close,Volume,VolumeForecast
25555,2022-04-29 03:30:00,1895.418,1897.898,1894.888,1897.163,959879.9944,1506837.1548290742
25556,2022-04-29 04:30:00,1897.163,1905.738,1896.523,1902.378,2197350.025,1981465.5139309866
25557,2022-04-29 05:30:00,1902.388,1904.488,1898.458,1900.643,2026870.012,1808351.3516960822
25558,2022-04-29 06:30:00,1900.653,1904.248,1900.138,1904.228,2160559.893,1242185.6848672968
25559,2022-04-29 07:30:00,1904.228,1905.853,1903.353,1905.763,1004009.962,935302.1435357824
25560,2022-04-29 08:30:00,1905.753,1908.238,1905.368,1906.798,2083590.031,1302407.2234749892
25561,2022-04-29 09:30:00,1906.798,1912.753,1906.118,1911.403,2918920.04,2106554.9991661743
25562,2022-04-29 10:30:00,1911.403,1917.788,1909.948,1917.145,3390269.995,2682059.0503929015
25563,2022-04-29 11:30:00,1917.145,1917.313,1912.818,1913.833,2707870.007,2588084.729998054
25564,2022-04-29 12:30:00,1913.843,1916.853,1913.088,1914.658,2454999.924,2057245.910729184
25565,2022-04-29 13:30:00,1914.618,1917.673,1914.428,1914.923,2344069.958,1794392.0092476634
25566,2022-04-29 14:30:00,1914.943,1919.838,1914.043,1919.418,2500080.109,2309850.1776887323
25567,2022-04-29 15:30:00,1919.418,1919.705,1907.408,1910.815,4388370.037,3423588.054824945
25568,2022-04-29 16:30:00,1910.815,1913.458,1902.428,1910.715,4776559.83,4410368.010126237
25569,2022-04-29 17:30:00,1910.679,1914.513,1907.703,1911.213,4626229.763,4637488.2111959085
25570,2022-04-29 18:30:00,1911.293,1913.273,1904.125,1909.523,3550329.924,4083547.996263616
25571,2022-04-29 19:30:00,1909.523,1909.593,1906.553,1908.128,2270420.075,3265615.377865423
25572,2022-04-29 20:30:00,1908.168,1911.523,1907.183,1909.863,2334800.005,2691924.143225307
25573,2022-04-29 21:30:00,1909.863,1911.363,1907.433,1908.023,2115010.023,2407089.0902901944
25574,2022-04-29 22:30:00,1908.043,1908.103,1894.373,1896.518,3866080.046,2068452.546945669
25575,2022-04-29 23:30:00,1896.448,1897.613,1895.263,1895.748,876800.0007,1431909.5101225502
25576,2022-05-02 01:30:00,1895.635,1899.633,1895.338,1897.968,1127635.002,401688.3364332665
25577,2022-05-02 02:30:00,1897.958,1899.788,1896.948,1897.118,1198289.99,769891.244639385
25578,2022-05-02 03:30:00,1897.118,1898.373,1888.863,1890.378,2419480.085,1511909.5869549185
25579,2022-05-02 04:30:00,1890.528,1892.488,1889.758,1889.978,1903640.032,1986537.946064088
25580,2022-05-02 05:30:00,1889.978,1891.663,1884.368,1887.673,1781909.943,1813423.783801925
25581,2022-05-02 06:30:00,1887.658,1889.318,1886.583,1888.448,1236330.032,1247258.116994128
25582,2022-05-02 07:30:00,1888.428,1888.438,1883.763,1885.468,1432710.052,940374.5756660732
25583,2022-05-02 08:30:00,1885.468,1887.013,1882.623,1885.708,1469689.965,1307479.6556048316
25584,2022-05-02 09:30:00,1885.688,1887.658,1883.043,1887.058,1986729.98,2111627.4312783326
25585,2022-05-02 10:30:00,1887.058,1887.283,1883.017,1884.147,2026819.944,2687131.482514601
25586,2022-05-02 11:30:00,1884.137,1885.398,1879.328,1879.768,2305949.926,2593157.1621310017
25587,2022-05-02 12:30:00,1879.768,1881.208,1876.708,1880.673,1778859.973,2062318.342848093
25588,2022-05-02 13:30:00,1880.638,1882.193,1877.128,1881.983,1908040.047,1799464.4413643386
25589,2022-05-02 14:30:00,1882.003,1882.218,1875.713,1876.013,2147219.896,2314922.609806363
25590,2022-05-02 15:30:00,1875.939,1876.598,1860.453,1861.498,4413000.107,3428660.486936815
25591,2022-05-02 16:30:00,1861.498,1864.398,1854.468,1857.938,5379509.926,4415440.442237599
25592,2022-05-02 17:30:00,1857.915,1864.908,1857.688,1862.694,5024030.209,4642560.643314542
25593,2022-05-02 18:30:00,1862.694,1872.013,1859.746,1869.994,3781709.909,4088620.428395008
25594,2022-05-02 19:30:00,1869.998,1870.128,1864.948,1865.978,2928260.088,3270687.8099895497
25595,2022-05-02 20:30:00,1865.978,1866.818,1861.608,1866.125,2166249.991,2696996.5753433905
25596,2022-05-02 21:30:00,1866.198,1866.538,1859.808,1859.878,2212739.945,2412161.522424231
25597,2022-05-02 22:30:00,1859.922,1863.943,1859.838,1861.668,2555439.949,2073524.979075087
25598,2022-05-02 23:30:00,1861.598,1863.113,1861.173,1862.638,678560.0185,1436981.942246704
25599,2022-05-03 01:30:00,1862.333,1864.213,1862.333,1863.633,343030.0057,403379.1471403898
25600,2022-05-03 02:30:00,1863.593,1863.623,1862.178,1863.098,447820.0078,771582.0553591219
25601,2022-05-03 03:30:00,1863.098,1866.998,1863.078,1866.718,1355919.957,1513600.3976352415
25602,2022-05-03 04:30:00,1866.688,1866.688,1859.578,1859.888,1255339.98,1988228.7567659442
25603,2022-05-03 05:30:00,1859.888,1865.288,1859.698,1865.143,1020220.041,1815114.5945283743
25604,2022-05-03 06:30:00,1865.163,1865.213,1862.183,1862.493,940180.0036,1248948.9276956834
25605,2022-05-03 07:30:00,1862.468,1864.468,1857.668,1858.348,1364480.019,942065.3863739311
25606,2022-05-03 08:30:00,1858.348,1860.373,1857.333,1859.478,1371180.058,1309170.466286521
25607,2022-05-03 09:30:00,1859.458,1862.038,1856.508,1858.798,2055550.098,2113318.2420036546
25608,2022-05-03 10:30:00,1858.768,1860.748,1853.318,1855.523,3323430.061,2688822.293227969
25609,2022-05-03 11:30:00,1855.523,1856.548,1850.308,1853.608,2100519.896,2594847.9728553034
25610,2022-05-03 12:30:00,1853.598,1859.646,1853.498,1857.528,2037029.982,2064009.153543169
25611,2022-05-03 13:30:00,1857.518,1860.873,1854.917,1858.438,2096580.029,1801155.2520855577
25612,2022-05-03 14:30:00,1858.458,1863.858,1858.413,1863.788,2408600.092,2316613.4205287844
25613,2022-05-03 15:30:00,1863.738,1865.478,1856.692,1863.228,3312969.923,3430351.297667349
25614,2022-05-03 16:30:00,1863.186,1872.258,1861.904,1871.019,4066639.9,4417131.252961531
25615,2022-05-03 17:30:00,1870.96,1877.998,1866.497,1874.248,4175330.162,4644251.4540230585
25616,2022-05-03 18:30:00,1874.248,1877.408,1870.868,1871.528,3594069.958,4090311.239088024
25617,2022-05-03 19:30:00,1871.496,1872.393,1867.268,1869.698,2211289.883,3272378.6206827853
25618,2022-05-03 20:30:00,1869.698,1871.763,1868.908,1871.168,1616600.037,2698687.386059147
25619,2022-05-03 21:30:00,1871.128,1871.133,1865.593,1869.238,2082070.112,2413852.333124697
25620,2022-05-03 22:30:00,1869.238,1869.858,1865.173,1866.028,1842749.953,2075215.7897747336
25621,2022-05-03 23:30:00,1866.028,1868.253,1865.598,1867.848,725979.9838,1438672.7529453558
25622,2022-05-04 01:30:00,1867.838,1868.943,1867.128,1868.703,425823.9865,405069.9578377425
25623,2022-05-04 02:30:00,1868.703,1869.328,1866.948,1868.278,681540.0124,773272.866078859
25624,2022-05-04 03:30:00,1868.278,1868.298,1864.838,1865.898,848450.0051,1515291.2083525117
25625,2022-05-04 04:30:00,1865.878,1865.958,1862.368,1862.643,1124289.99,1989919.5674722982
25626,2022-05-04 05:30:00,1862.663,1864.868,1861.533,1863.405,849500.0005,1816805.405225243
25627,2022-05-04 06:30:00,1863.405,1865.608,1863.098,1864.578,751869.9765,1250639.7384254267
25628,2022-05-04 07:30:00,1864.538,1866.118,1863.223,1865.548,560469.985,943756.1970851477
25629,2022-05-04 08:30:00,1865.558,1865.938,1862.328,1863.798,849049.9854,1310861.2769920607
25630,2022-05-04 09:30:00,1863.778,1866.598,1861.298,1866.578,1421164.99,2115009.0526804063
25631,2022-05-04 10:30:00,1866.578,1871.788,1865.928,1870.698,2091000.08,2690513.103925945
25632,2022-05-04 11:30:00,1870.698,1872.008,1868.088,1868.463,1966930.032,2596538.7835541363
25633,2022-05-04 12:30:00,1868.453,1870.553,1866.828,1869.738,1526039.958,2065699.9642719273
25634,2022-05-04 13:30:00,1869.728,1871.666,1866.663,1867.013,1402889.967,1802846.0627902683
25635,2022-05-04 14:30:00,1867.033,1869.888,1865.848,1868.778,1191669.941,2318304.2312015723
25636,2022-05-04 15:30:00,1868.778,1869.478,1863.628,1867.428,2972490.072,3432042.1083978834
25637,2022-05-04 16:30:00,1867.443,1870.758,1861.538,1862.727,3612200.022,4418822.063643565
25638,2022-05-04 17:30:00,1862.608,1866.958,1861.548,1866.638,3445410.013,4645942.264739899
25639,2022-05-04 18:30:00,1866.558,1869.078,1865.828,1868.508,2676399.946,4092002.0497840503
25640,2022-05-04 19:30:00,1868.508,1868.828,1865.858,1868.438,2348309.994,3274069.431387001
25641,2022-05-04 20:30:00,1868.538,1869.648,1865.848,1866.698,2512979.984,2700378.196782792
25642,2022-05-04 21:30:00,1866.698,1888.723,1861.688,1885.858,6927320.004,2415543.143825163
25643,2022-05-04 22:30:00,1885.878,1889.663,1881.318,1883.968,5574923.992,2076906.60047438
25644,2022-05-04 23:30:00,1883.778,1886.518,1880.508,1880.568,861509.9788,1440363.5636831857
25645,2022-05-05 01:30:00,1881.298,1883.948,1881.298,1882.678,635969.9965,406760.7685503308
25646,2022-05-05 02:30:00,1882.638,1893.998,1882.593,1893.814,1098670.006,774963.6767955853
25647,2022-05-05 03:30:00,1893.814,1895.988,1892.888,1895.708,1562280.059,1516982.0190697825
25648,2022-05-05 04:30:00,1895.708,1903.263,1895.708,1900.448,3166320.086,1991610.3781786517
25649,2022-05-05 05:30:00,1900.498,1901.488,1899.183,1899.528,2074690.104,1818496.2159221123
25650,2022-05-05 06:30:00,1899.508,1902.658,1899.238,1901.103,1734179.974,1252330.5491239708
25651,2022-05-05 07:30:00,1901.108,1901.558,1899.573,1901.378,1134750.009,945447.0077853857
25652,2022-05-05 08:30:00,1901.398,1902.118,1898.668,1898.868,1445729.971,1312552.0877161385
25653,2022-05-05 09:30:00,1898.883,1902.118,1897.388,1897.543,2501640.081,2116699.8634057287
25654,2022-05-05 10:30:00,1897.653,1898.238,1891.633,1894.943,3212340.117,2692203.9146393123
25655,2022-05-05 11:30:00,1894.878,1895.208,1889.383,1894.163,3072210.074,2598229.59425297
25656,2022-05-05 12:30:00,1894.163,1898.653,1893.098,1897.318,2385440.111,2067390.7749855402
25657,2022-05-05 13:30:00,1897.318,1899.228,1895.048,1896.338,2084110.022,1804536.8734962505
25658,2022-05-05 14:30:00,1896.338,1900.168,1895.288,1897.283,3846590.042,2319995.0419270047
25659,2022-05-05 15:30:00,1897.198,1909.633,1897.078,1906.798,4302529.812,3433732.919059662
25660,2022-05-05 16:30:00,1906.813,1908.388,1892.852,1894.838,5677629.948,4420512.874367498
25661,2022-05-05 17:30:00,1894.858,1895.178,1882.678,1886.068,5433934.212,4647633.075448414
25662,2022-05-05 18:30:00,1886.078,1886.148,1874.248,1875.015,4854169.846,4093692.8605233897
25663,2022-05-05 19:30:00,1875.015,1877.178,1872.358,1876.368,3489876.986,3275760.2421246525
25664,2022-05-05 20:30:00,1876.368,1880.098,1873.223,1874.613,3170180.082,2702069.0074800113
25665,2022-05-05 21:30:00,1874.588,1877.958,1873.178,1877.433,2634599.924,2417233.9545430318
25666,2022-05-05 22:30:00,1877.418,1880.935,1876.583,1877.805,3140049.934,2078597.411201494
25667,2022-05-05 23:30:00,1877.908,1879.218,1876.508,1876.788,977859.9739,1442054.3743818374
25668,2022-05-06 01:30:00,1876.028,1878.098,1875.938,1877.838,530319.9887,408451.5792574547
25669,2022-05-06 02:30:00,1877.838,1877.838,1873.903,1874.078,779850.0061,776654.4874783678
25670,2022-05-06 03:30:00,1874.063,1876.568,1871.618,1872.258,1645589.948,1518672.829798032
25671,2022-05-06 04:30:00,1872.298,1872.758,1866.001,1869.958,2989190.102,1993301.1888805088
25672,2022-05-06 05:30:00,1869.958,1875.953,1868.738,1875.498,2063250.065,1820187.0266485608
25673,2022-05-06 06:30:00,1875.498,1877.308,1875.184,1876.794,1349750.042,1254021.3598225154
25674,2022-05-06 07:30:00,1876.806,1877.268,1875.674,1875.915,940439.9991,947137.8184966024
25675,2022-05-06 08:30:00,1875.915,1877.788,1874.016,1874.016,1532639.98,1314242.8983978266
25676,2022-05-06 09:30:00,1873.998,1876.968,1872.992,1873.184,2526550.055,2118390.6741310502
25677,2022-05-06 10:30:00,1873.203,1876.828,1872.946,1873.993,2911479.95,2693894.7253496684
25678,2022-05-06 11:30:00,1874.013,1881.698,1873.008,1881.668,2892709.971,2599920.404951804
25679,2022-05-06 12:30:00,1881.683,1884.788,1880.433,1883.108,2238509.893,2069081.5856806156
25680,2022-05-06 13:30:00,1883.148,1884.826,1881.246,1884.713,1890669.942,1806227.684202233
25681,2022-05-06 14:30:00,1884.718,1885.448,1881.13,1881.773,2107980.013,2321685.852649427
25682,2022-05-06 15:30:00,1881.778,1889.998,1875.958,1876.438,4333980.084,3435423.7297792183
25683,2022-05-06 16:30:00,1876.438,1885.443,1874.318,1880.798,5493740.082,4422203.68509143
25684,2022-05-06 17:30:00,1880.794,1887.558,1879.648,1885.558,5024209.976,4649323.886141693
25685,2022-05-06 18:30:00,1885.558,1892.373,1883.768,1886.438,3303100.109,4095383.671219417
25686,2022-05-06 19:30:00,1886.418,1889.738,1886.058,1888.558,2678780.079,3277451.0528178895
25687,2022-05-06 20:30:00,1888.558,1888.798,1881.708,1882.098,2102180.004,2703759.818177231
25688,2022-05-06 21:30:00,1882.188,1884.008,1881.828,1882.398,1996989.965,2418924.7652434977
25689,2022-05-06 22:30:00,1882.398,1884.678,1880.553,1880.913,3350790.024,2080288.2219041511
25690,2022-05-06 23:30:00,1880.913,1883.563,1880.338,1883.148,466980.0103,1443745.1850804882
25691,2022-05-09 01:30:00,1883.068,1885.558,1880.208,1881.478,773801.9824,413524.01139522064
25692,2022-05-09 02:30:00,1881.508,1882.578,1879.778,1881.128,917190.0153,781726.9196006244
25693,2022-05-09 03:30:00,1881.118,1881.988,1877.618,1881.158,1675869.942,1523745.2619128968
25694,2022-05-09 04:30:00,1881.098,1881.158,1876.348,1878.208,2489229.918,1998373.621018106
25695,2022-05-09 05:30:00,1878.188,1878.568,1873.628,1874.498,1543269.992,1825259.4587839842
25696,2022-05-09 06:30:00,1874.498,1876.748,1874.238,1874.858,1357290.03,1259093.791949347
25697,2022-05-09 07:30:00,1874.848,1876.128,1872.733,1873.608,970730.0067,952210.2506159153
25698,2022-05-09 08:30:00,1873.618,1873.698,1870.528,1871.628,1620679.975,1319315.330570058
25699,2022-05-09 09:30:00,1871.588,1872.884,1869.288,1871.338,2068929.911,2123463.106243209
25700,2022-05-09 10:30:00,1871.358,1872.653,1866.328,1869.648,2770080.09,2698967.1574743805
25701,2022-05-09 11:30:00,1869.648,1872.048,1864.078,1865.448,2365619.898,2604992.8370847516
25702,2022-05-09 12:30:00,1865.438,1867.208,1862.218,1863.618,2235440.016,2074154.017818062
25703,2022-05-09 13:30:00,1863.628,1863.968,1856.108,1859.488,2718869.925,1811300.1163189078
25704,2022-05-09 14:30:00,1859.488,1861.928,1856.218,1860.348,2326620.102,2326758.2847700687
25705,2022-05-09 15:30:00,1860.398,1868.908,1859.238,1864.363,3297719.955,3440496.1619020663
25706,2022-05-09 16:30:00,1864.363,1871.448,1861.278,1863.218,4391560.078,4427276.117202791
25707,2022-05-09 17:30:00,1863.363,1866.323,1857.808,1860.398,4590290.07,4654396.318275564
25708,2022-05-09 18:30:00,1860.458,1863.262,1857.622,1861.222,3189909.935,4100456.10335081
25709,2022-05-09 19:30:00,1861.222,1866.008,1859.814,1860.995,2832070.112,3282523.4849529937
25710,2022-05-09 20:30:00,1860.995,1861.943,1854.798,1855.938,2751790.047,2708832.250295314
25711,2022-05-09 21:30:00,1855.923,1858.648,1853.408,1853.598,3131520.033,2423997.197377535
25712,2022-05-09 22:30:00,1853.608,1856.068,1852.528,1853.448,2972419.977,2085360.6540305587
25713,2022-05-09 23:30:00,1853.448,1854.488,1851.558,1853.738,1003200.054,1448817.6172046429
25714,2022-05-10 01:30:00,1853.948,1854.163,1852.138,1852.668,564379.9901,415214.8221023455
25715,2022-05-10 02:30:00,1852.668,1854.798,1852.568,1854.565,783280.015,783417.7303173507
25716,2022-05-10 03:30:00,1854.565,1855.668,1852.388,1854.088,2563590.05,1525436.0725932198
25717,2022-05-10 04:30:00,1854.078,1856.638,1852.843,1854.248,2775599.957,2000064.431719963
25718,2022-05-10 05:30:00,1854.178,1861.428,1854.018,1860.058,2417020.083,1826950.2694808524
25719,2022-05-10 06:30:00,1860.068,1864.308,1858.728,1864.208,1551370.025,1260784.6026509015
25720,2022-05-10 07:30:00,1864.208,1865.208,1862.088,1863.128,1209849.954,953901.0613237727
25721,2022-05-10 08:30:00,1863.128,1864.468,1861.668,1863.348,2017940.044,1321006.1412517466
25722,2022-05-10 09:30:00,1863.338,1865.278,1859.443,1859.925,2597889.9,2125153.9169685305
25723,2022-05-10 10:30:00,1859.738,1862.698,1859.223,1859.433,2319000.006,2700657.9681723556
25724,2022-05-10 11:30:00,1859.433,1864.973,1858.628,1862.628,2033230.066,2606683.647809053
25725,2022-05-10 12:30:00,1862.633,1863.978,1857.422,1857.565,2153959.99,2075844.828513137
25726,2022-05-10 13:30:00,1857.565,1858.908,1856.152,1858.312,1737689.972,1812990.927040127
25727,2022-05-10 14:30:00,1858.312,1864.448,1857.222,1860.313,2058170.08,2328449.0954428567
25728,2022-05-10 15:30:00,1860.278,1863.523,1856.382,1862.112,2838710.07,3442186.9726326
25729,2022-05-10 16:30:00,1862.112,1864.463,1854.768,1857.012,3744339.943,4428966.927926724
25730,2022-05-10 17:30:00,1857.012,1859.766,1845.178,1849.812,4193109.989,4656087.12898408
25731,2022-05-10 18:30:00,1849.802,1850.116,1841.313,1844.188,4638710.022,4102146.9140438256
25732,2022-05-10 19:30:00,1844.208,1847.328,1842.034,1844.796,3265460.014,3284214.2956462298
25733,2022-05-10 20:30:00,1844.778,1846.768,1839.738,1846.448,3612020.016,2710523.061011071
25734,2022-05-10 21:30:00,1846.438,1846.748,1840.114,1841.578,2735379.934,2425688.008078001
25735,2022-05-10 22:30:00,1841.578,1843.028,1835.388,1836.768,3356220.007,2087051.4647302048
25736,2022-05-10 23:30:00,1836.875,1840.463,1835.828,1837.958,987089.9916,1450508.4279032936
25737,2022-05-11 01:30:00,1837.663,1840.088,1837.458,1838.508,540520.0124,416905.63279969734
25738,2022-05-11 02:30:00,1838.398,1838.978,1833.218,1833.463,961839.9739,785108.5410370876
25739,2022-05-11 03:30:00,1833.463,1834.148,1831.838,1832.319,1476209.998,1527126.8833104898
25740,2022-05-11 04:30:00,1832.269,1837.718,1832.138,1837.258,2021939.993,2001755.2424263167
25741,2022-05-11 05:30:00,1837.248,1839.898,1836.288,1838.418,1498020.053,1828641.080177722
25742,2022-05-11 06:30:00,1838.418,1838.693,1836.138,1836.338,1161239.982,1262475.4133806454
25743,2022-05-11 07:30:00,1836.203,1839.018,1835.793,1838.898,883939.9815,955591.8720349891
25744,2022-05-11 08:30:00,1838.898,1839.368,1837.078,1837.708,1402439.952,1322696.9519572873
25745,2022-05-11 09:30:00,1837.688,1845.668,1837.158,1844.063,1871719.956,2126844.7276452826
25746,2022-05-11 10:30:00,1844.048,1851.067,1843.142,1848.593,2547590.017,2702348.7788857236
25747,2022-05-11 11:30:00,1848.593,1852.358,1846.563,1851.622,1673949.957,2608374.4585078866
25748,2022-05-11 12:30:00,1851.622,1854.296,1850.532,1852.338,1334069.967,2077535.6392418963
25749,2022-05-11 13:30:00,1852.358,1854.148,1851.018,1852.492,1261010.051,1814681.7377448373
25750,2022-05-11 14:30:00,1852.548,1854.048,1850.078,1850.192,1284929.991,2330139.906165278
25751,2022-05-11 15:30:00,1850.192,1852.186,1834.898,1839.373,4356229.782,3443877.7832943797
25752,2022-05-11 16:30:00,1839.373,1858.018,1837.638,1853.138,7015610.218,4430657.738608757
25753,2022-05-11 17:30:00,1853.278,1853.516,1846.198,1851.088,5546539.784,4657777.93970092
25754,2022-05-11 18:30:00,1851.148,1854.753,1847.333,1852.198,5278399.944,4103837.7247398514
25755,2022-05-11 19:30:00,1852.168,1854.438,1850.028,1852.063,3963900.089,3285905.1063838815
25756,2022-05-11 20:30:00,1852.068,1856.368,1850.749,1851.788,3276340.008,2712213.8717347155
25757,2022-05-11 21:30:00,1851.788,1855.508,1850.496,1852.816,2789730.072,2427378.8187937043
25758,2022-05-11 22:30:00,1852.816,1854.363,1851.078,1852.963,2109610.081,2088742.2754298511
25759,2022-05-11 23:30:00,1852.963,1853.048,1851.468,1852.088,807500.0048,1452199.2386411238
25760,2022-05-12 01:30:00,1852.023,1852.808,1850.783,1852.548,457020.0145,418596.4435122872
25761,2022-05-12 02:30:00,1852.528,1856.068,1852.438,1853.963,647790.0147,786799.3517568244
25762,2022-05-12 03:30:00,1854.058,1857.648,1851.738,1857.118,2011179.924,1528817.6940277615
25763,2022-05-12 04:30:00,1857.118,1858.708,1853.658,1857.038,2125299.931,2003446.0531512075
25764,2022-05-12 05:30:00,1857.108,1858.228,1852.058,1853.008,1939360.023,1830331.8908745905
25765,2022-05-12 06:30:00,1853.098,1854.878,1851.728,1852.908,1276939.988,1264166.2240791894
25766,2022-05-12 07:30:00,1852.938,1853.528,1850.018,1851.018,1079399.943,957282.6827462055
25767,2022-05-12 08:30:00,1851.018,1852.488,1847.368,1849.888,2105329.99,1324387.762681364
25768,2022-05-12 09:30:00,1849.888,1853.998,1847.703,1851.798,2889260.054,2128535.5383553677
25769,2022-05-12 10:30:00,1851.788,1853.628,1843.863,1850.668,4290780.067,2704039.5895990906
25770,2022-05-12 11:30:00,1850.648,1852.165,1846.548,1847.058,3622889.996,2610065.269217699
25771,2022-05-12 12:30:00,1847.068,1851.548,1845.848,1847.988,2909100.056,2079226.449936971
25772,2022-05-12 13:30:00,1848.018,1851.957,1845.653,1847.248,2851670.027,1816372.54845082
25773,2022-05-12 14:30:00,1847.248,1848.133,1839.918,1842.358,3522020.102,2331830.7168877
25774,2022-05-12 15:30:00,1842.318,1847.478,1840.988,1845.043,3925199.986,3445568.5940249143
25775,2022-05-12 16:30:00,1845.038,1848.998,1838.529,1839.063,5463210.106,4432348.549314154
25776,2022-05-12 17:30:00,1839.028,1843.203,1835.633,1842.088,5734200.001,4659468.7504094355
25777,2022-05-12 18:30:00,1842.123,1843.219,1833.288,1835.438,3476140.022,4105528.5354791917
25778,2022-05-12 19:30:00,1835.418,1837.063,1823.908,1825.218,3019920.111,3287595.9170771185
25779,2022-05-12 20:30:00,1825.308,1826.583,1821.768,1822.953,3000129.938,2713904.6824319353
25780,2022-05-12 21:30:00,1822.933,1824.738,1821.378,1823.008,2224790.096,2429069.6295115724
25781,2022-05-12 22:30:00,1822.965,1825.398,1821.728,1823.876,2373660.088,2090433.0861569655
25782,2022-05-12 23:30:00,1823.848,1823.848,1821.218,1821.558,1044190.049,1453890.0493287966
25783,2022-05-13 01:30:00,1822.618,1823.578,1810.734,1819.103,944450.0208,420287.25421941
25784,2022-05-13 02:30:00,1819.073,1822.498,1818.818,1821.248,708329.9756,788490.1624396071
25785,2022-05-13 03:30:00,1821.248,1823.773,1820.713,1822.328,1389230.013,1530508.5047560101
25786,2022-05-13 04:30:00,1822.298,1825.383,1822.278,1823.383,2179480.076,2005136.8638530641
25787,2022-05-13 05:30:00,1823.383,1825.363,1822.838,1824.808,1331480.026,1832022.7016010396
