iAUC,Max_Sensitivity
-0.26224154233932495,0.15123834025069377
-0.524365246295929,0.11645180366430702
0.03266848251223564,0.11345617550440375
0.24470213055610657,0.13166798697778775
0.4631024897098541,0.1436348402282198
0.2694607377052307,0.11332963215579198
0.09095942974090576,0.17606040323489613
0.15975439548492432,0.13123119711970588
0.2328413724899292,0.248487084927999
0.7724704742431641,0.1873032645614362
1.538895845413208,0.16049796124489446
0.5293249487876892,0.2912534152491996
0.3388482332229614,0.11962637482344206
-0.06339474022388458,0.16229947289267654
0.04156609997153282,0.18505723849388517
-0.21329748630523682,0.11137338125625647
-0.5047348737716675,0.28915730314274607
-0.9007507562637329,0.15908061026432266
-0.9655141830444336,0.11844737868086544
-0.8955901861190796,0.15677482939527917
-0.5380262732505798,0.12326569966285068
-0.36950233578681946,0.11178674249757936
-0.14196403324604034,0.0831925674712237
-0.3177286982536316,0.136448271379379
-0.5438491702079773,0.09783316551955916
0.12018249928951263,0.13685792395624655
0.49267274141311646,0.12816840334478732
0.5250726938247681,0.13792994227166014
0.19382569193840027,0.12289488487548007
0.15655170381069183,0.14052222941978187
0.16609784960746765,0.17624144061659028
0.5639152526855469,0.18585258980128436
0.7396580576896667,0.28691811907339965
0.7669475078582764,0.18593724423926652
0.4525817036628723,0.12649149613293428
0.21648761630058289,0.13584793610721974
0.02490617334842682,0.11070813710451477
-0.09504101425409317,0.16615570060459095
-0.20359301567077637,0.16805512909880183
-0.170169398188591,0.16448979675713865
-0.9370099902153015,0.18276847227428797
-0.7111794948577881,0.10946158743613242
-0.6386241912841797,0.09395870604534128
0.12398333847522736,0.23684640355921577
-0.25239133834838867,0.1159215967780589
-0.21424560248851776,0.14944011401806548
-0.7855628728866577,0.15217020088365185
-0.23232999444007874,0.11936684415128944
-0.10108451545238495,0.1176698660909678
-0.11273250728845596,0.11030323265355103
-0.062198154628276825,0.10810242105775486
-0.025771457701921463,0.13103727424247466
-0.2068938910961151,0.11319159007537238
-0.009660542011260986,0.1180997969780905
0.39414533972740173,0.2415689831854634
0.5933958888053894,0.21566649032640922
1.1582590341567993,0.17534731911864468
0.6464559435844421,0.14659639361269663
0.3468465507030487,0.11801159505987374
0.21677498519420624,0.17584701837137282
-0.17267107963562012,0.14045483353794883
-0.11187225580215454,0.18884369484616945
-0.4759109616279602,0.2262529531986287
-0.8582586050033569,0.1831373502191095
-0.9681596755981445,0.10760569539477052
-0.6028748750686646,0.15195073669894485
-0.4475893974304199,0.16047967204730887
-0.5759681463241577,0.08860617600473898
-0.7636578679084778,0.10754427605911851
-0.6986465454101562,0.08279425533377638
-0.4109119474887848,0.10118652923161951
-0.3415488004684448,0.13848884366108336
-0.16708722710609436,0.09727158730003461
0.3079147934913635,0.10586779952952102
-0.26400282979011536,0.1664594624952399
-0.1532200574874878,0.13783006997547084
0.07962118834257126,0.1732103441211024
0.6469693183898926,0.159033128753518
1.0898162126541138,0.2645500819913414
0.8175908327102661,0.2120548441848201
0.11776824295520782,0.1379715207956049
0.22341212630271912,0.16476119781831142
-0.13349439203739166,0.18299430869690514
-0.3553639352321625,0.1635521284103211
-0.16526447236537933,0.12815405680790187
-0.729709267616272,0.19182783045322638
-0.9704965353012085,0.21132312848177892
-0.9897930026054382,0.18783370722011247
-0.7320732474327087,0.15251154728737237
-0.7553866505622864,0.10665279037891916
-0.7256878614425659,0.09354107049534713
-0.835279643535614,0.09464831194577002
-0.7738286256790161,0.10006148303516797
-0.8467515110969543,0.11207448341445131
-0.5505494475364685,0.12234428245906348
-0.382773220539093,0.17582523397522865
-0.22042489051818848,0.13601818174473992
-0.28752046823501587,0.10198975196124696
-0.4130564332008362,0.17776323228853555
-0.36910396814346313,0.14794943389309181
0.015165066346526146,0.1869892092937987
0.7218585014343262,0.18057271423825202
1.0333389043807983,0.21118027058249048
0.5362356305122375,0.18034081099350457
0.05912576988339424,0.13658812783399904
-0.17702221870422363,0.17547370602543969
0.003332604421302676,0.2859350240113144
1.152794599533081,0.34011575262262544
-0.14328670501708984,0.1560858735767586
-0.9100652933120728,0.17471816525011835
-0.9187667965888977,0.14774409947318495
-0.6476420164108276,0.15959543859982592
-0.38885053992271423,0.15661527789786303
-0.10987625271081924,0.1298156091169007
-0.4698704183101654,0.1429120721099791
-0.5998262763023376,0.14092513163357054
-0.6186083555221558,0.15501099869002538
-0.34359002113342285,0.12699829936504026
0.0907549113035202,0.10806344906215991
0.28406503796577454,0.1517644489148903
-0.02400411292910576,0.10520859385801887
-0.15650051832199097,0.08805536116018157
-0.07619477808475494,0.13634655486840497
1.0630854368209839,0.1509801751218416
0.7021123766899109,0.21690338748916752
1.6431195735931396,0.12193787332580577
0.6596689224243164,0.11704400960760343
-0.09336558729410172,0.10407306359247494
0.387292742729187,0.14693717826669858
0.28275081515312195,0.21031275118455736
0.13753828406333923,0.16200934948116905
-0.22632429003715515,0.32231921137882236
-0.8108356595039368,0.23352995269996757
-0.8939718008041382,0.1112737782017298
-0.7131983041763306,0.12094619349415209
-0.03766544908285141,0.09437416166241994
0.04844261705875397,0.14115455462270116
-0.27826783061027527,0.14310761466891792
-0.6458472013473511,0.10106616224191822
-0.6221007108688354,0.11837546414400828
-0.12569750845432281,0.0943772082628277
0.252011239528656,0.09504925894758295
0.22726717591285706,0.1047833993243296
0.1767747551202774,0.12791809368773324
-0.11079597473144531,0.11423161065008891
-0.058729659765958786,0.10063385587175411
0.4672929644584656,0.1815971470479559
0.8607152700424194,0.17149809089461393
1.6018702983856201,0.12503636741413227
0.743701159954071,0.20352320827877715
0.27060118317604065,0.13512554691496564
0.04206649214029312,0.13952617058559352
-0.10203800350427628,0.223061797928345
-0.15626701712608337,0.1954416826847169
-0.15403667092323303,0.26775907428550133
-1.055113673210144,0.1259915780771678
-0.8482170104980469,0.13306742433432608
-0.6401046514511108,0.1145648746678558
-0.18133454024791718,0.11200520252435833
-0.09230095148086548,0.14855200409697442
-0.5616987347602844,0.13347482422025697
-0.6394028663635254,0.10876351466900251
-0.5163077116012573,0.08172927713637405
-0.07058669626712799,0.10750910113423122
0.023766983300447464,0.12868561884615534
0.19463320076465607,0.14768815217363
-0.05728224664926529,0.1608456028219548
-0.18092574179172516,0.116113806425595
0.2837216258049011,0.15634237719335012
0.6259997487068176,0.22043573188227233
1.0240352153778076,0.23307484386112712
0.7542532682418823,0.2398270758863861
0.5301702618598938,0.11266717056224608
0.239423468708992,0.08811715277779346
0.10989119857549667,0.10354485133498773
0.07194627076387405,0.19135782555488567
0.22851042449474335,0.14473697364973823
-0.44240111112594604,0.17091963421743617
-0.7546597719192505,0.12871159635299076
-0.9227433204650879,0.12659150817678097
-0.6332942247390747,0.1439736449039722
0.19377347826957703,0.1614929819121527
-0.15712589025497437,0.1291563042606433
-0.25353217124938965,0.1969507328417936
-0.5850332975387573,0.1644312957565463
-0.5079877376556396,0.09774757984390516
-0.023468609899282455,0.0867197052423503
0.23880772292613983,0.08589732607700881
0.158010333776474,0.1335720299853361
-0.1225569024682045,0.16003949020924027
-0.029397737234830856,0.11159853936649164
-0.07264138758182526,0.19662408781728807
0.4312574863433838,0.1316508663745109
0.832253634929657,0.16366943224392574
0.9977466464042664,0.2020989017336546
0.3922441601753235,0.159176919154387
-0.034446004778146744,0.09754359442491098
0.2882550358772278,0.16202596609072664
0.4114501476287842,0.13147303616237907
0.1066657304763794,0.13827378591614484
-0.1467815786600113,0.191644786053644
-0.8454265594482422,0.13956618859631417
-0.9309433102607727,0.10183090769525385
-0.39891132712364197,0.1244414304157312
-0.2727935314178467,0.13688636809490334
-0.16662070155143738,0.12590303595326524
-0.5638781189918518,0.0884299162326724
-0.6712610125541687,0.09126156895068592
-0.5327812433242798,0.0868191196319197
-0.18046855926513672,0.09982446346492319
-0.16609081625938416,0.09079293167592078
-0.01730334758758545,0.13216861318379095
-0.30883321166038513,0.12542315930034023
-0.5773410797119141,0.09650870635379681
-0.3732494115829468,0.11563925923430038
-0.09946119785308838,0.15987800438781477
