Open_imp,High_imp,Low_imp,Close_imp,Volume_imp,step_1_imp,step_2_imp,step_3_imp,step_4_imp,step_5_imp,step_6_imp,step_7_imp,step_8_imp,step_9_imp,step_10_imp,step_11_imp,step_12_imp,step_13_imp,step_14_imp,step_15_imp,step_16_imp,step_17_imp,step_18_imp,step_19_imp,step_20_imp,step_21_imp,step_22_imp,step_23_imp,step_24_imp
0.05353235933674851,0.08539309949757448,0.043981423397070056,0.01487611477925786,0.8022170029893491,0.041097992956135,0.04930558345426042,0.04942581154327983,0.010862615200803718,0.020016873136703753,0.00846129089649686,8.932490824330575e-05,0.005910601218438839,0.0006424918441355401,0.0013105891809141368,0.0009141455189578505,0.0014025629332239655,0.001084701645241197,0.0012465754493064959,0.004155300550356218,0.004061708060005736,0.04007274314438687,0.005972113263983653,0.1011881978692404,0.37366198424614705,0.06401829350575543,8.844196022113138e-05,0.1262546507447593,0.08875540676900329
0.046840937499455386,0.0543481748637846,0.03214323681771458,0.004161221792373168,0.8625064290266723,0.024331146842372153,0.03574417394228837,0.014086242812955998,0.009776364418463286,0.0027438600852681657,0.0008063258809373634,0.0036161751601483418,0.016871019465260487,0.03161258070915353,0.034074680003453,0.02357104606511255,0.006397276671701065,0.004586412318614449,0.0016748024754768066,0.00012340305946483907,0.047170349879116454,0.06101599347752353,0.05141007392014769,0.19580994752797373,0.14930038795602474,0.028021069826939256,0.02405787971002976,0.0071509255351964555,0.226047862256378
0.12392099772826878,0.10697984819687358,0.379776774035302,0.07943264451479722,0.3098897355247584,0.035830270442087746,0.021635679446432094,0.0056700831142009085,0.015877463298565046,0.0004746336065189051,0.0027207427837412455,0.03039371834791321,0.05699213719920727,0.05331047496014028,0.02901838713471944,0.0096913340943103,0.002926322768402527,0.006792508067284893,0.0014718328203225115,0.06336354661992401,0.09324143406967242,0.11401060750957685,0.14914355262027088,0.1571389195867203,0.03588924895982418,0.008841676815687342,0.023418496426694847,0.036488343178906875,0.04565858612887589
0.1150336470629976,0.02964957999476299,0.21211858653910629,0.10038933729645545,0.5428088491066777,0.049100903561289946,0.07023741702241262,0.04163041138239409,0.0026759111007738845,0.01105114135211386,0.008564092304973106,0.022967794693449315,0.022428320678306662,0.00617072437423437,0.0077215391115199854,0.008402803880428746,0.0029186513334214766,0.0022837656393816953,0.07598969138532913,0.017659698037611353,0.0018654309988968241,0.02510930809573287,0.08281976007020085,0.05229736786059327,0.10704221257260575,0.018140332927920225,0.05568280958436273,0.027456066209936614,0.27978384582211063
0.11694766538345572,0.07235422571807598,0.14124547072398075,0.07972463179344921,0.5897280063810384,0.051015120533311656,0.06177275420070692,0.006140526566504492,0.009497738162060695,0.01820726208910464,0.027752001061396938,0.00028474277266525664,0.018463941271194714,0.012210627970752567,0.0054284414755683815,0.010715196042623042,0.0010272490999972278,0.07438737619079652,0.06171875650610427,0.09608517094396223,0.08399523922861023,0.03246592374711754,0.01706410807843918,0.06336173143075371,0.00463794564782194,0.06294374364267459,0.015757135709782013,0.044704919520809246,0.220362348107242
0.08734390054415268,0.15758963592364936,0.047031362263770325,0.08384407644800236,0.6241910248204253,0.038922284044941066,0.01050777212045704,0.009098569931002463,0.015392345327640724,0.0289569371394819,0.007247339433362872,0.04793630281670801,0.01952956794624967,0.0027268781743443444,0.010257059341303939,0.0024992535243300034,0.0533643705838181,0.04721974450141623,0.06475977190483821,0.1088587061422152,0.05717792193519546,0.004452460642881422,0.03948585312557128,0.008728965438431664,0.058432652389064824,0.014839980065466269,0.028600140482759658,0.11582859917321167,0.205176523815308
0.05811587943919857,0.3244675691765688,0.27988196264551973,0.03617581273661725,0.3013587760020956,0.005016966313127606,0.005139439293638607,0.025037551843333686,0.047150165561574385,0.019233023380291026,0.06075135206482244,0.012346435596605521,0.012362289173623867,0.017843563903784335,0.0022501190276961406,0.048567222439138864,0.03260879403069035,0.02185072527129141,0.1248001778972731,0.07616827661068273,0.0093274649183114,0.0389687362894806,0.014743814918363504,0.053883322567380716,0.011482298562126228,0.01796706724971455,0.05527772311442045,0.11243084008748598,0.17479262988514246
0.06311206177592439,0.2942957925015735,0.3424303603221174,0.025522405165895306,0.27463938023448947,0.007242108327275165,0.01680350525571534,0.036199296745735625,0.042944935176146275,0.039903072631476376,0.03323471291759304,0.015029334659858258,0.008250679316504046,0.00036699415250733395,0.03922686392411294,0.03619934160567169,0.02485817157380369,0.22692715668504013,0.11175363720623284,0.01968260598346812,0.008345393594848484,0.0059772973832451625,0.02011025076953482,0.01020701115940754,0.025203637941437346,0.026435137890720696,0.010692505325248243,0.05517300109732388,0.17923334867709295
0.12416129678185828,0.00043392436636883634,0.2511172964460601,0.06105247891217082,0.5632350034935419,0.027249327449491375,0.0732906499820507,0.08119187247082198,0.07828537406420148,0.03999808842531632,0.0070553789689740964,0.0023038433820846147,0.0014491489321692146,0.059169910004704,0.05421502924695127,0.032199655492390955,0.22102593591163094,0.12515899508292658,0.026448275857193494,0.020778534034300605,0.013548285570594438,0.009744167116871726,0.004244996573445824,0.017884279885639197,0.00920423210192765,0.015517914438086824,0.015330263408487532,0.015212373543749822,0.049493468055989344
0.006732140845633868,0.011559557886115355,0.1720209581941507,0.016626328705083005,0.7930610143690171,0.06646395548652581,0.1162806985689535,0.01741175998343203,0.0011199914893125825,0.0005230786621394885,0.0037289373095423014,0.0013658280613399684,0.021117611117428613,0.043391402864214446,0.03476445263483718,0.04837697686427237,0.04813550794707796,0.014925732449216004,0.011103618503236927,0.004821786943821404,0.010382019529760603,0.0007001766664384047,0.015828069139352054,0.00989533799122923,0.005698749639213512,0.01498469578946115,0.017697945366773556,0.012339248853841578,0.47894241813857935
0.01773531109139129,0.02768007561260996,0.1244736704790507,0.0023712309491005067,0.8277397118678476,0.047648464315644526,0.11383980461079457,0.07177455483659281,0.018846546839236367,0.006112981406218759,0.0018593108028267284,0.013729713567018693,0.010149255988268694,0.003544725502826692,0.06711975284174869,0.06394363736272216,0.005446707654292269,0.007796635395231197,0.006396455875210334,0.0032478903445768365,0.003713857328863682,0.0028597053574447857,0.013221696661500361,0.02013051943408056,0.017457138727609775,0.005243708034554056,0.008975172473292992,0.002022124783555539,0.48491963985588893
0.021751355734654972,0.03189102671186259,0.11971278996398389,0.05832916502400278,0.7683156625654958,0.03405291717679049,0.07094366387502651,0.029020908038979425,0.008508303161556574,0.004449782685661991,0.01235323218293837,0.036926950237645834,0.024860470828444226,0.06629938144508737,0.10669197206076698,0.014134323757834997,0.013130712619768958,0.007442608610205754,0.006910020604669347,0.0023033087748729336,0.013975037612436915,0.004809366798445821,0.02000302120421976,0.024099253700332886,0.016643398743025367,0.002279880182312162,0.11926591384203439,0.011427166386446714,0.34946840547049624
0.02975719833879035,0.10703345622256495,0.1441675701729575,0.22382126184386172,0.4952205134218255,0.04907266451223115,0.037712817251013976,0.012368281974083982,0.0077579944254742355,0.01956783748667671,0.06929013661110367,0.04995023447454528,0.09492027827731647,0.1056092954719907,0.024005111917793007,0.022032385091195563,0.009371004882554141,0.0021543636508818426,0.004386286764714799,0.02139245214913957,0.0064704750015852795,0.011216747626654831,0.01689055381525859,0.01246546036998451,0.0007013229547740747,0.03464072950307264,0.0175837381467487,0.2270327714063107,0.14340705623489555
0.08606759445748847,0.29895323073657254,0.11563955492193753,0.22189358062847225,0.2774460392555292,0.028282499469935565,0.017706035683116614,0.009527105249304155,0.035518567227383877,0.00023361473033364357,0.028639441720200356,0.0020918105407236793,0.04181102369810621,0.016604153676666976,0.06155554954520713,0.0036348413887833052,0.029890055701440665,0.0051073338217814705,0.0023171181109131454,0.009956807596994547,0.01367274039206898,0.007443674314888701,0.007391947753758386,0.01681410266007825,0.1863655594799911,0.14977049055229574,0.08590059999913065,0.1386078890008853,0.10115703768601156
0.08271745682155976,0.3688323941343841,0.39997267462100117,0.09501651750425975,0.05346095691879518,0.0025105970546647964,0.003613283681617021,0.03263980899772823,0.018777218681806797,0.022802736970038377,0.17790836950662137,0.10976065065798145,0.009547054525936967,0.0006574639945103747,0.005354118594486737,0.001372489394044087,0.004058369828253146,0.015267011454339813,0.0007493604809218598,0.013286735931986678,0.013753116831398704,0.005147354467143629,0.00453210612576068,0.10983102986041204,0.05627315110808791,0.12325245057890513,0.031601789938945274,0.02368196369510799,0.2136217676393009
