Time,Open,High,Low,Close,Volume
23.07.2018 12:30:00.000 GMT+0430,1230.938,1231.451,1228.128,1228.438,2075959.921
23.07.2018 13:30:00.000 GMT+0430,1228.438,1229.259,1228.002,1228.908,2487390.041
23.07.2018 14:30:00.000 GMT+0430,1228.898,1230.721,1228.798,1230.678,1668059.945
23.07.2018 15:30:00.000 GMT+0430,1230.671,1232.592,1229.581,1231.392,2329730.034
23.07.2018 16:30:00.000 GMT+0430,1231.372,1231.832,1226.189,1226.409,2830820.084
23.07.2018 17:30:00.000 GMT+0430,1226.398,1227.978,1224.218,1225.189,3246720.076
23.07.2018 18:30:00.000 GMT+0430,1225.219,1225.969,1223.949,1224.859,3795550.108
23.07.2018 19:30:00.000 GMT+0430,1224.878,1225.768,1223.808,1225.019,2621350.05
23.07.2018 20:30:00.000 GMT+0430,1225.031,1225.298,1222.3,1223.582,2277209.997
23.07.2018 21:30:00.000 GMT+0430,1223.582,1226.172,1223.581,1225.008,2444689.989
23.07.2018 22:30:00.000 GMT+0430,1225.008,1225.331,1223.868,1223.898,1489799.976
23.07.2018 23:30:00.000 GMT+0430,1223.969,1225.282,1223.599,1224.869,958270.0133
24.07.2018 00:30:00.000 GMT+0430,1224.868,1224.959,1224.008,1224.372,553040.0276
24.07.2018 01:30:00.000 GMT+0430,1224.372,1224.372,1224.372,1224.372,0
24.07.2018 02:30:00.000 GMT+0430,1224.279,1225.082,1224.279,1224.681,448590.0104
24.07.2018 03:30:00.000 GMT+0430,1224.681,1224.821,1223.441,1224.199,965770.0062
24.07.2018 04:30:00.000 GMT+0430,1224.189,1224.839,1222.358,1223.288,1361500.025
24.07.2018 05:30:00.000 GMT+0430,1223.288,1223.938,1220.421,1223.548,2500510.931
24.07.2018 06:30:00.000 GMT+0430,1223.549,1224.329,1222.309,1223.149,1336989.999
24.07.2018 07:30:00.000 GMT+0430,1223.149,1223.518,1221.718,1221.839,741069.9725
24.07.2018 08:30:00.000 GMT+0430,1221.839,1221.909,1218.101,1219.072,839917.0041
24.07.2018 09:30:00.000 GMT+0430,1219.059,1220.888,1218.641,1220.548,1475219.965
24.07.2018 10:30:00.000 GMT+0430,1220.539,1220.682,1218.869,1219.318,2266040.087
24.07.2018 11:30:00.000 GMT+0430,1219.319,1225.511,1219.319,1224.162,3377779.961
24.07.2018 12:30:00.000 GMT+0430,1224.161,1224.672,1223.089,1223.721,2003520.012
24.07.2018 13:30:00.000 GMT+0430,1223.731,1224.959,1223.699,1224.929,1997259.975
24.07.2018 14:30:00.000 GMT+0430,1224.928,1227.339,1224.638,1226.918,2222810.03
24.07.2018 15:30:00.000 GMT+0430,1226.919,1228.138,1225.881,1227.829,1954249.978
24.07.2018 16:30:00.000 GMT+0430,1227.808,1227.899,1224.788,1225.249,2527100.086
24.07.2018 17:30:00.000 GMT+0430,1225.248,1229.108,1224.648,1228.298,3490600.109
24.07.2018 18:30:00.000 GMT+0430,1228.289,1229.479,1227.639,1228.369,3160779.953
24.07.2018 19:30:00.000 GMT+0430,1228.379,1228.799,1224.228,1224.359,2706789.97
24.07.2018 20:30:00.000 GMT+0430,1224.349,1225.589,1224.128,1225.179,2074259.996
24.07.2018 21:30:00.000 GMT+0430,1225.168,1226.298,1224.578,1225.461,1662490.01
24.07.2018 22:30:00.000 GMT+0430,1225.462,1225.562,1224.439,1224.458,1655509.949
24.07.2018 23:30:00.000 GMT+0430,1224.469,1225.288,1223.948,1225.189,904560.0295
25.07.2018 00:30:00.000 GMT+0430,1225.199,1225.388,1224.222,1224.222,568440.0201
25.07.2018 01:30:00.000 GMT+0430,1224.222,1224.222,1224.222,1224.222,0
25.07.2018 02:30:00.000 GMT+0430,1224.039,1224.919,1223.879,1224.778,332390.0104
25.07.2018 03:30:00.000 GMT+0430,1224.778,1225.588,1224.778,1225.129,712520.0033
25.07.2018 04:30:00.000 GMT+0430,1225.149,1226.739,1224.679,1225.769,1248029.947
25.07.2018 05:30:00.000 GMT+0430,1225.782,1227.392,1224.632,1225.679,1987619.996
25.07.2018 06:30:00.000 GMT+0430,1225.679,1226.079,1224.538,1224.909,1277719.975
25.07.2018 07:30:00.000 GMT+0430,1224.908,1224.921,1223.208,1224.119,1168110.013
25.07.2018 08:30:00.000 GMT+0430,1224.119,1224.329,1223.598,1224.128,934570.0145
25.07.2018 09:30:00.000 GMT+0430,1224.129,1227.228,1224.098,1226.379,1533540.011
25.07.2018 10:30:00.000 GMT+0430,1226.411,1228.028,1225.661,1227.432,2305299.997
25.07.2018 11:30:00.000 GMT+0430,1227.439,1227.609,1225.668,1226.128,1521180.034
25.07.2018 12:30:00.000 GMT+0430,1226.149,1229.008,1225.479,1228.488,2159579.992
25.07.2018 13:30:00.000 GMT+0430,1228.489,1231.859,1228.358,1230.988,2175859.928
25.07.2018 14:30:00.000 GMT+0430,1230.988,1231.368,1229.829,1230.398,1363190.055
25.07.2018 15:30:00.000 GMT+0430,1230.418,1233.082,1230.011,1232.228,1734069.943
25.07.2018 16:30:00.000 GMT+0430,1232.239,1233.091,1231.068,1232.398,2011219.978
25.07.2018 17:30:00.000 GMT+0430,1232.398,1234.182,1230.771,1231.489,3155240.059
25.07.2018 18:30:00.000 GMT+0430,1231.489,1232.009,1228.138,1228.998,2814589.977
25.07.2018 19:30:00.000 GMT+0430,1229.019,1229.549,1227.768,1228.398,2882359.982
25.07.2018 20:30:00.000 GMT+0430,1228.398,1229.499,1228.028,1228.961,2235569.954
25.07.2018 21:30:00.000 GMT+0430,1228.968,1232.728,1228.661,1232.142,3251319.885
25.07.2018 22:30:00.000 GMT+0430,1232.149,1233.242,1231.571,1232.059,2477600.098
25.07.2018 23:30:00.000 GMT+0430,1232.052,1232.739,1230.559,1231.968,2636980.057
26.07.2018 00:30:00.000 GMT+0430,1232.049,1232.392,1231.038,1231.371,1036530.018
26.07.2018 01:30:00.000 GMT+0430,1231.371,1231.371,1231.371,1231.371,0
26.07.2018 02:30:00.000 GMT+0430,1231.389,1232.548,1230.939,1231.809,779649.9729
26.07.2018 03:30:00.000 GMT+0430,1231.808,1233.191,1231.808,1233.049,1209849.954
26.07.2018 04:30:00.000 GMT+0430,1233.058,1233.638,1232.228,1233.258,1668679.953
26.07.2018 05:30:00.000 GMT+0430,1233.269,1235.131,1232.658,1233.348,1557119.966
26.07.2018 06:30:00.000 GMT+0430,1233.359,1233.378,1231.159,1232.038,1365880.013
26.07.2018 07:30:00.000 GMT+0430,1232.008,1232.769,1230.911,1231.221,1372009.993
26.07.2018 08:30:00.000 GMT+0430,1231.221,1231.672,1230.411,1231.559,922800.0045
26.07.2018 09:30:00.000 GMT+0430,1231.529,1231.531,1229.219,1229.748,1678140.044
26.07.2018 10:30:00.000 GMT+0430,1229.748,1230.179,1228.669,1229.668,2790070.057
26.07.2018 11:30:00.000 GMT+0430,1229.698,1230.318,1226.958,1227.858,1874580.026
26.07.2018 12:30:00.000 GMT+0430,1227.878,1228.668,1226.789,1228.129,1547739.983
26.07.2018 13:30:00.000 GMT+0430,1228.179,1229.028,1227.078,1228.278,1757719.994
26.07.2018 14:30:00.000 GMT+0430,1228.261,1228.598,1227.758,1228.369,1161730.051
26.07.2018 15:30:00.000 GMT+0430,1228.358,1228.668,1227.179,1228.019,1696769.953
26.07.2018 16:30:00.000 GMT+0430,1228.049,1230.709,1226.701,1226.828,3393260.002
26.07.2018 17:30:00.000 GMT+0430,1226.828,1230.258,1226.429,1228.202,3604059.935
26.07.2018 18:30:00.000 GMT+0430,1228.258,1228.589,1225.671,1226.432,3481479.883
26.07.2018 19:30:00.000 GMT+0430,1226.409,1227.978,1226.168,1226.251,3068190.098
26.07.2018 20:30:00.000 GMT+0430,1226.269,1227.068,1225.938,1226.828,2205270.052
26.07.2018 21:30:00.000 GMT+0430,1226.838,1226.971,1225.138,1225.239,1746979.952
26.07.2018 22:30:00.000 GMT+0430,1225.239,1225.279,1222.468,1223.429,1117339.969
26.07.2018 23:30:00.000 GMT+0430,1223.429,1224.048,1222.289,1222.719,1176440.001
27.07.2018 00:30:00.000 GMT+0430,1222.719,1223.192,1222.412,1222.422,477580.0109
27.07.2018 01:30:00.000 GMT+0430,1222.422,1222.422,1222.422,1222.422,0
27.07.2018 02:30:00.000 GMT+0430,1222.859,1224.002,1222.448,1223.291,421920.0015
27.07.2018 03:30:00.000 GMT+0430,1223.292,1224.279,1223.191,1224.068,752789.9742
27.07.2018 04:30:00.000 GMT+0430,1224.068,1224.308,1222.819,1223.329,1400200.009
27.07.2018 05:30:00.000 GMT+0430,1223.318,1224.532,1222.078,1222.621,2588469.982
27.07.2018 06:30:00.000 GMT+0430,1222.622,1224.472,1222.068,1224.321,1920809.984
27.07.2018 07:30:00.000 GMT+0430,1224.322,1224.678,1223.368,1223.811,737469.9712
27.07.2018 08:30:00.000 GMT+0430,1223.812,1224.598,1223.812,1224.471,713029.9807
27.07.2018 09:30:00.000 GMT+0430,1224.472,1224.559,1223.141,1224.308,1303779.96
27.07.2018 10:30:00.000 GMT+0430,1224.308,1224.472,1222.668,1223.659,2131089.926
27.07.2018 11:30:00.000 GMT+0430,1223.658,1225.302,1223.388,1224.198,2545909.882
27.07.2018 12:30:00.000 GMT+0430,1224.212,1224.242,1218.501,1219.208,2453380.108
27.07.2018 13:30:00.000 GMT+0430,1219.208,1219.822,1218.349,1218.538,1922340.035
27.07.2018 14:30:00.000 GMT+0430,1218.549,1219.499,1217.538,1218.919,1757799.983
27.07.2018 15:30:00.000 GMT+0430,1218.919,1220.571,1218.688,1219.422,1660930.038
27.07.2018 16:30:00.000 GMT+0430,1219.421,1223.798,1218.808,1223.229,3540829.897
27.07.2018 17:30:00.000 GMT+0430,1223.248,1225.062,1222.318,1224.869,3201940.06
27.07.2018 18:30:00.000 GMT+0430,1224.878,1225.809,1223.858,1224.881,3031250
27.07.2018 19:30:00.000 GMT+0430,1224.899,1227.312,1223.738,1226.542,2430409.908
27.07.2018 20:30:00.000 GMT+0430,1226.541,1226.959,1225.618,1226.009,2141249.895
27.07.2018 21:30:00.000 GMT+0430,1225.999,1226.272,1223.341,1224.699,1895239.949
27.07.2018 22:30:00.000 GMT+0430,1224.718,1224.798,1223,1223,519559.9794
27.07.2018 23:30:00.000 GMT+0430,1223,1223.639,1222.378,1223.139,1205520.034
28.07.2018 00:30:00.000 GMT+0430,1223.108,1223.669,1222,1222.679,442470.0141
28.07.2018 01:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 02:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 03:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 04:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 05:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 06:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 07:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 08:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 09:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 10:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 11:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 12:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 13:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 14:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 15:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 16:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 17:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 18:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 19:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 20:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 21:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 22:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
28.07.2018 23:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 00:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 01:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 02:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 03:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 04:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 05:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 06:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 07:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 08:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 09:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 10:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 11:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 12:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 13:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 14:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 15:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 16:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 17:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 18:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 19:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 20:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 21:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 22:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
29.07.2018 23:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
30.07.2018 00:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
30.07.2018 01:30:00.000 GMT+0430,1222.679,1222.679,1222.679,1222.679,0
30.07.2018 02:30:00.000 GMT+0430,1222.622,1223.839,1222.271,1223.102,308894.9919
30.07.2018 03:30:00.000 GMT+0430,1223.101,1223.611,1222.001,1222.449,782069.9811
30.07.2018 04:30:00.000 GMT+0430,1222.449,1223.939,1222.268,1222.658,903349.9956
30.07.2018 05:30:00.000 GMT+0430,1222.659,1223.559,1221.038,1221.938,1487519.98
30.07.2018 06:30:00.000 GMT+0430,1221.938,1221.969,1219.158,1219.788,1503389.955
30.07.2018 07:30:00.000 GMT+0430,1219.789,1220.709,1219.538,1220.208,1022340.059
30.07.2018 08:30:00.000 GMT+0430,1220.208,1220.902,1219.458,1220.498,885749.9957
30.07.2018 09:30:00.000 GMT+0430,1220.499,1221.278,1219.688,1221.128,1369410.038
30.07.2018 10:30:00.000 GMT+0430,1221.088,1221.159,1219.008,1219.998,1617630.005
30.07.2018 11:30:00.000 GMT+0430,1220.099,1222.301,1219.178,1222.098,2046390.057
30.07.2018 12:30:00.000 GMT+0430,1222.099,1222.388,1221.161,1221.868,1747789.979
30.07.2018 13:30:00.000 GMT+0430,1221.861,1222.661,1221.468,1222.221,1658980.012
30.07.2018 14:30:00.000 GMT+0430,1222.221,1222.739,1221.218,1221.449,1305269.957
30.07.2018 15:30:00.000 GMT+0430,1221.438,1223.568,1221.418,1222.048,1602640.033
30.07.2018 16:30:00.000 GMT+0430,1222.049,1223.288,1221,1223.148,1711719.99
30.07.2018 17:30:00.000 GMT+0430,1223.138,1224.552,1222.449,1224.298,2476320.028
30.07.2018 18:30:00.000 GMT+0430,1224.298,1225.029,1223.468,1224.489,2422640.085
30.07.2018 19:30:00.000 GMT+0430,1224.488,1224.739,1223.521,1223.522,1858909.965
30.07.2018 20:30:00.000 GMT+0430,1223.521,1223.698,1222.238,1223.452,1499490.023
30.07.2018 21:30:00.000 GMT+0430,1223.468,1223.538,1222.258,1222.868,1082499.981
30.07.2018 22:30:00.000 GMT+0430,1222.869,1223.038,1222.159,1222.359,809409.976
30.07.2018 23:30:00.000 GMT+0430,1222.358,1222.768,1221.218,1221.218,1116909.981
31.07.2018 00:30:00.000 GMT+0430,1221.229,1221.769,1220.698,1220.698,555649.9958
31.07.2018 01:30:00.000 GMT+0430,1220.698,1220.698,1220.698,1220.698,0
31.07.2018 02:30:00.000 GMT+0430,1221.598,1222.238,1221.119,1221.828,426459.9979
31.07.2018 03:30:00.000 GMT+0430,1221.838,1222.608,1221.829,1222.489,568279.9816
31.07.2018 04:30:00.000 GMT+0430,1222.478,1223.298,1221.468,1222.378,1448330.045
31.07.2018 05:30:00.000 GMT+0430,1222.378,1222.389,1220.589,1222.089,1504119.992
31.07.2018 06:30:00.000 GMT+0430,1222.089,1222.289,1220.279,1221.049,1819499.97
31.07.2018 07:30:00.000 GMT+0430,1221.029,1221.599,1220.369,1221.229,806800.0078
31.07.2018 08:30:00.000 GMT+0430,1221.219,1222.679,1219.511,1222.642,2853080.034
31.07.2018 09:30:00.000 GMT+0430,1222.659,1222.799,1221.668,1222.159,1550430.059
31.07.2018 10:30:00.000 GMT+0430,1222.159,1222.308,1220.738,1222.208,2764240.027
31.07.2018 11:30:00.000 GMT+0430,1222.198,1222.579,1218.048,1218.598,2305429.936
31.07.2018 12:30:00.000 GMT+0430,1218.598,1219.489,1218.258,1219.218,1745239.973
31.07.2018 13:30:00.000 GMT+0430,1219.229,1219.309,1218.328,1218.598,1603019.953
31.07.2018 14:30:00.000 GMT+0430,1218.599,1218.879,1217.569,1218.528,1571959.972
31.07.2018 15:30:00.000 GMT+0430,1218.518,1220.842,1218.429,1220.222,1961949.945
31.07.2018 16:30:00.000 GMT+0430,1220.222,1224.178,1218.798,1219.078,2242820.025
31.07.2018 17:30:00.000 GMT+0430,1219.078,1222.966,1213.938,1221.161,4468619.824
31.07.2018 18:30:00.000 GMT+0430,1221.061,1222.913,1219.981,1221.321,3557430.029
31.07.2018 19:30:00.000 GMT+0430,1221.391,1224.399,1221.049,1223.928,3126149.893
31.07.2018 20:30:00.000 GMT+0430,1223.909,1228.519,1223.481,1225.978,2631259.918
31.07.2018 21:30:00.000 GMT+0430,1225.979,1226.012,1223.471,1224.588,1881270.051
31.07.2018 22:30:00.000 GMT+0430,1224.598,1225.638,1224.551,1225.348,1452630.043
31.07.2018 23:30:00.000 GMT+0430,1225.358,1225.359,1224.121,1224.528,3537889.957
01.08.2018 00:30:00.000 GMT+0430,1224.528,1224.778,1222.268,1222.648,680729.9852
01.08.2018 01:30:00.000 GMT+0430,1222.648,1222.648,1222.648,1222.648,0
01.08.2018 02:30:00.000 GMT+0430,1223.329,1224.762,1223.329,1223.561,875474.9894
01.08.2018 03:30:00.000 GMT+0430,1223.561,1224.488,1223.262,1223.888,994970.0236
01.08.2018 04:30:00.000 GMT+0430,1223.898,1224.691,1222.899,1222.999,1211060.047
01.08.2018 05:30:00.000 GMT+0430,1223.009,1223.809,1220.918,1223.418,1308439.97
01.08.2018 06:30:00.000 GMT+0430,1223.418,1224.389,1222.151,1222.268,1582430.005
01.08.2018 07:30:00.000 GMT+0430,1222.268,1222.968,1221.428,1221.758,1508340.001
01.08.2018 08:30:00.000 GMT+0430,1221.719,1221.919,1220.678,1220.798,1000460.029
01.08.2018 09:30:00.000 GMT+0430,1220.799,1221.799,1220.139,1220.529,1260249.972
01.08.2018 10:30:00.000 GMT+0430,1220.538,1221.998,1219.951,1221.248,1802770.019
01.08.2018 11:30:00.000 GMT+0430,1221.238,1221.958,1220.378,1221.239,1903810.024
01.08.2018 12:30:00.000 GMT+0430,1221.228,1224.718,1221.179,1223.198,1994879.961
01.08.2018 13:30:00.000 GMT+0430,1223.179,1223.239,1221.798,1222.439,1243109.942
01.08.2018 14:30:00.000 GMT+0430,1222.438,1223.728,1222.429,1223.588,1343690.038
01.08.2018 15:30:00.000 GMT+0430,1223.579,1223.778,1222.058,1222.368,1642089.963
01.08.2018 16:30:00.000 GMT+0430,1222.359,1223.578,1221.039,1221.498,2119108.915
01.08.2018 17:30:00.000 GMT+0430,1221.498,1222.489,1218.599,1218.959,2511759.043
01.08.2018 18:30:00.000 GMT+0430,1219.009,1219.848,1217.298,1217.318,2978480.101
01.08.2018 19:30:00.000 GMT+0430,1217.338,1219.678,1216.568,1218.969,2583980.084
01.08.2018 20:30:00.000 GMT+0430,1218.978,1219.288,1217.979,1218.209,1558230.043
01.08.2018 21:30:00.000 GMT+0430,1218.209,1219.958,1218.088,1219.378,1742820.025
01.08.2018 22:30:00.000 GMT+0430,1219.421,1221.812,1217.728,1217.929,2675780.058
01.08.2018 23:30:00.000 GMT+0430,1217.918,1218.538,1215.777,1216.189,1325129.986
02.08.2018 00:30:00.000 GMT+0430,1216.189,1216.798,1215.777,1215.777,307913.9888
02.08.2018 01:30:00.000 GMT+0430,1215.777,1215.777,1215.777,1215.777,0
02.08.2018 02:30:00.000 GMT+0430,1215.678,1217.368,1215.618,1217.069,226300.0011
02.08.2018 03:30:00.000 GMT+0430,1217.058,1217.999,1217.008,1217.798,401309.9968
02.08.2018 04:30:00.000 GMT+0430,1217.808,1218.498,1217.088,1218.488,1378200.054
02.08.2018 05:30:00.000 GMT+0430,1218.499,1220.751,1218.408,1220.158,1666700.006
02.08.2018 06:30:00.000 GMT+0430,1220.159,1221.268,1219.018,1219.028,1462020.04
02.08.2018 07:30:00.000 GMT+0430,1219.029,1220.249,1218.628,1219.619,1313590.05
02.08.2018 08:30:00.000 GMT+0430,1219.609,1219.639,1218.238,1218.518,1474120.021
02.08.2018 09:30:00.000 GMT+0430,1218.509,1219.708,1217.828,1219.648,1681380.034
02.08.2018 10:30:00.000 GMT+0430,1219.648,1220.468,1218.158,1218.228,1998450.041
02.08.2018 11:30:00.000 GMT+0430,1218.288,1218.668,1217.028,1217.358,2195610.046
02.08.2018 12:30:00.000 GMT+0430,1217.381,1218.282,1216.748,1217.818,1871709.943
02.08.2018 13:30:00.000 GMT+0430,1217.838,1217.939,1215.248,1215.782,1835430.026
02.08.2018 14:30:00.000 GMT+0430,1215.782,1216.769,1215.008,1216.178,1567199.945
02.08.2018 15:30:00.000 GMT+0430,1216.279,1216.492,1213.228,1214.338,2714260.101
02.08.2018 16:30:00.000 GMT+0430,1214.329,1218.302,1213.689,1217.851,3071579.933
02.08.2018 17:30:00.000 GMT+0430,1217.862,1217.862,1214.758,1215.178,2095400.095
02.08.2018 18:30:00.000 GMT+0430,1215.189,1215.884,1213.681,1214.458,2679899.931
02.08.2018 19:30:00.000 GMT+0430,1214.458,1214.549,1213.058,1213.888,2603689.909
02.08.2018 20:30:00.000 GMT+0430,1213.891,1214.862,1213.338,1213.418,1789780.021
02.08.2018 21:30:00.000 GMT+0430,1213.428,1213.539,1211.338,1211.858,1717640.042
02.08.2018 22:30:00.000 GMT+0430,1211.858,1212.008,1209.228,1209.298,1757590.056
02.08.2018 23:30:00.000 GMT+0430,1209.308,1209.922,1208.442,1209.189,1545070.052
03.08.2018 00:30:00.000 GMT+0430,1209.098,1209.158,1206.829,1206.859,952650.0106
03.08.2018 01:30:00.000 GMT+0430,1206.859,1206.859,1206.859,1206.859,0
03.08.2018 02:30:00.000 GMT+0430,1207.828,1209.509,1207.821,1209.248,619664.0134
03.08.2018 03:30:00.000 GMT+0430,1209.309,1209.759,1208.028,1208.368,922900.0211
03.08.2018 04:30:00.000 GMT+0430,1208.358,1209.448,1207.771,1209.429,1023929.954
03.08.2018 05:30:00.000 GMT+0430,1209.429,1210.382,1206.509,1207.371,1972450.018
03.08.2018 06:30:00.000 GMT+0430,1207.372,1208.149,1206.508,1208.028,1685109.973
03.08.2018 07:30:00.000 GMT+0430,1208.018,1208.219,1207.508,1207.709,913929.9989
03.08.2018 08:30:00.000 GMT+0430,1207.708,1207.809,1207.012,1207.219,779829.9789
03.08.2018 09:30:00.000 GMT+0430,1207.218,1208.139,1207.101,1207.768,647119.9989
03.08.2018 10:30:00.000 GMT+0430,1207.768,1207.768,1205.352,1205.929,1960469.961
03.08.2018 11:30:00.000 GMT+0430,1205.918,1207.251,1204.528,1204.528,1874220.014
03.08.2018 12:30:00.000 GMT+0430,1204.528,1207.788,1204.5,1207.428,1979889.989
03.08.2018 13:30:00.000 GMT+0430,1207.428,1207.951,1206.868,1207.429,2620440.006
03.08.2018 14:30:00.000 GMT+0430,1207.432,1208.848,1207.308,1208.818,1430729.985
03.08.2018 15:30:00.000 GMT+0430,1208.818,1212.818,1208.669,1211.678,3676300.049
03.08.2018 16:30:00.000 GMT+0430,1211.679,1216.018,1210.278,1214.339,4695559.979
03.08.2018 17:30:00.000 GMT+0430,1214.339,1217.142,1213.832,1215.878,4626550.198
03.08.2018 18:30:00.000 GMT+0430,1215.869,1219.978,1215.869,1218.791,4271850.109
03.08.2018 19:30:00.000 GMT+0430,1218.762,1219.601,1217.402,1217.591,3053790.093
03.08.2018 20:30:00.000 GMT+0430,1217.642,1218.192,1215.569,1215.768,2222779.989
03.08.2018 21:30:00.000 GMT+0430,1215.778,1216.069,1214.461,1214.639,1536599.994
03.08.2018 22:30:00.000 GMT+0430,1214.639,1215.149,1214.249,1214.679,736079.9909
03.08.2018 23:30:00.000 GMT+0430,1214.669,1214.679,1213.149,1213.559,1066149.95
04.08.2018 00:30:00.000 GMT+0430,1213.559,1213.899,1213.088,1213.218,436780.0057
04.08.2018 01:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 02:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 03:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 04:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 05:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 06:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 07:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 08:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 09:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 10:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 11:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 12:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 13:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 14:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 15:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 16:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 17:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 18:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 19:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 20:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
04.08.2018 21:30:00.000 GMT+0430,1213.218,1213.218,1213.218,1213.218,0
